keywords,comments,years,trans_comments
韓国旅行,韓国で偶然韓国人とポーランド人に出会ってなぜか韓国人に韓国語と英語通訳させられた 日本語は知らんけど英語は日本とあんま変わらないとおもいます韓国行っても韓国語しか使えないし,2023,한국에서 우연히 한국인과 폴란드인을 만났는데 왜인지 한국인에게 한국어와 영어 통역을 맡겼어요 일본어는 모르겠지만 영어는 일본과 별반 다르지 않다고 생각해요 한국에 가도 한국어만 쓸 수 있고요
韓国旅行,  ﾅﾙﾎﾄﾞ 辛いの大好き,2023,  나르호도 매운 것을 좋아한다
韓国旅行,海外旅行でクレカ利用オススメしている人多いけどクレカから請求される時クレカ会社のとっても悪いレートで計算されて請求されるからかなり高くつく事をお忘れなく,2023,해외여행에서 크레카 이용을 추천하는 사람들이 많은데 크레카에서 청구될 때 크레카 회사의 아주 나쁜 요율로 계산되어 청구되기 때문에 상당히 비싸게 청구된다는 것을 잊지 마세요!
韓国旅行,tmoney思ってたより便利だから沢山チャージしとくのおすすめ,2023,tmoney 생각보다 편리하니 많이 충전해 두는 것을 추천한다.
韓国旅行,韓国怖くない 日本語話してるとへーいチョッパリーって叫びながら追いかけてくる人いたって知り合いの女性から聞いたよ,2023,한국 무섭지 않아 일본어를 말하면 '헤이 쵸파리'라고 외치며 쫓아오는 사람이 있다고 지인 여성에게 들었어요.
韓国旅行,大丈夫 絶対に行かないから 会社から韓国行け と言われれば 会社辞める もしくわ首吊るわ 死んでも行きたくない,2023,"괜찮아, 절대 안 갈 거니까 회사에서 한국 가라고 하면 회사 그만둘 거야, 죽어도 가기 싫다."
韓国旅行,道路が路駐車だらけタバコの吸い殻が棄ててあるあまり清潔感ない,2023,도로에 노상 주차가 많고 담배꽁초가 버려져 있어 청결감이 떨어진다.
韓国旅行,参考にさせていただきます 韓国行きてー,2023,참고하겠습니다 한국 다녀오세요!
韓国旅行,英語の発音が日本よりかなりいいので日本人の英語が通じない 辛くない料理はたくさんあります,2023,영어 발음이 일본보다 훨씬 좋기 때문에 일본인의 영어가 통하지 않는 매운맛이 없는 요리가 많이 있습니다.
韓国旅行,見るべきものがない退屈な国なのに誰が行きたいと思うんだろう,2023,볼거리가 없는 지루한 나라에 누가 가고 싶어 하겠는가?
韓国旅行,そこまで英語は通じないけどお互い英語が母語ではないのでこちらが下手な英語で話した時に英語圏みたいに露骨にバカにしてくる感じがないのが有難いかな向こうも分からないなりにコミュニケーション取ろうとしてくるのが優しいまあ困ったら下手に英語話すよりも動画で紹介されてるpapago翻訳起動して翻訳結果見せた方がスムーズ,2023,그렇게까지 영어가 통하지는 않지만 서로 영어가 모국어가 아니기 때문에 이쪽이 서툰 영어로 말했을 때 영어권처럼 노골적으로 바보 취급하는 느낌이 없는 게 고마운지 상대방도 알아듣지 못해도 알아듣는 선에서 의사소통을 하려고 노력하는 모습이 친절하다. papago 번역 실행해서 번역 결과 보여주는 게 더 매끄럽다.
韓国旅行,行かねえよ,2023,안 갈거야
韓国旅行,ここで言う英語が通じるは日本訛りじゃない英語が前提king kong  キングコングtom  トムmcdonalds  マクドナルドこんな発音で話したら十中八九通じないからこれは韓国じゃなくて他の国でも同じ逆に英語を母国語としてる欧米人は分かってくれるそれは外国人の話す日本語がいくら下手でも日本人なら大概分かるのと同じ理屈,2023,여기서 말하는 영어가 통한다는 것은 일본식 억양이 아니라 영어가 전제 king kong 킹콩 킹콩 톰 톰 mcdonalds 맥도날드 이런 발음으로 말하면 십중팔구 통하지 않으니 이건 한국이 아니라 다른 나라에서도 마찬가지고 반대로 영어를 모국어로 하는 서양인들은 알아듣는다는 거죠 그건 외국인들이 말하는 일본어를 아무리 못해도 일본인이라면 대부분 알아듣는 것과 같은 이치다.
韓国旅行,30年前からトイレが酷いから最初から行く気無い,2023,30년전부터 화장실이 너무 심해서 처음부터 갈 생각이 없다.
韓国旅行,t moneyカードのチャージ現金しかできないので注意,2023,t money 카드는 현금 충전만 가능하니 주의!
韓国旅行,情報古すぎだし嘘はダメよ tmoneyより今はwowpassでしょ クレジットカード使わなくても両替行かなくてもいい 英語はあまり通じません タクシー使うところも旅初心者ですね naver mapダウンロードしてるならバスだって乗れるよね wifiもなくしたら大変だよkt wifiのプリペイドカードの方が返却なくて便利 よくこんな知ったかを動画にするよなぁ,2023,정보 너무 오래되고 거짓말은 안돼요 tmoney보다 지금은 와우패스죠 신용카드를 쓰지 않아도 환전하러 가지 않아도 돼요 영어는 잘 통하지 않아요 택시 이용하는 곳도 여행 초보자네요 naver map 다운받으면 버스도 탈 수 있잖아요 wifi도 잃어버리면 큰일이에요kt 와이파이 선불카드가 반납이 없어서 편리하네요 어떻게 이런 걸 알았는지 잘도 영상으로 만들었네요.
韓国旅行,今時wifiレンタルとかtmoneyカードとかコロナ前に作られた動画かと思ったわ,2023,요즘은 와이파이 렌탈이나 tmoney 카드나 코로나 전에 만든 동영상인 줄 알았어요.
韓国旅行,ミョンドンの留学生殺人事件は解決していないのだが まあ殺されたらわかるんだろうが,2023,"명동 유학생 살인사건은 아직 해결되지 않았는데, 뭐 죽여보면 알겠지만...."
韓国旅行,未だに韓国観光する人いるの,2023,아직도 한국 관광하는 사람 있어요?
韓国旅行,ありがとうございます,2023,감사합니다.
韓国旅行,わざわざ不快になりにいくことない お金の無駄遣い,2023,굳이 불쾌감을 느끼러 가지 않아도 되는 돈의 낭비
韓国旅行,明洞東大門南大門みたいな買い物エリアは日本人がカモなので日本語バリバリ通じるが意外と通じないのがコンビニ 英語も通じない,2023,명동 동대문 남대문 같은 쇼핑지역은 일본인이 많아서 일본어는 잘 통하지만 의외로 통하지 않는 것이 편의점 영어도 통하지 않는다.
韓国旅行,ハンバーガーをヘンボゴと発音する国,2023,햄버거를 '헴보고'라고 발음하는 나라들
韓国旅行,場所によります英語話せない人多いですよ日本語も話せない人が多いですよ,2023,"장소에 따라서는 영어를 못하는 사람도 많고, 일본어를 못하는 사람도 많습니다."
韓国旅行,観光地以外はほとんど英語は通じませんよ 日本式のカタカナ英語はもちろんアメリカ人の話す英語も解らないです,2023,관광지를 제외하고는 영어가 거의 통하지 않아요 일본식 가타카나 영어는 물론 미국인이 말하는 영어도 못 알아듣습니다.
韓国旅行,この動画でtマネーカードって言ってるやつ実際は railってやつで交通機関以外使えませんでしたよ,2023,이 영상에서 t머니 카드라고 말하는 것은 실제로는 rail이라는 카드로 교통수단 외에는 사용할 수 없었어요.
韓国旅行,飲食店で飯食ってたらイキナリ怒鳴りつけてきた奴がいて５倍どころじゃない最悪な状況になりました,2023,"식당에서 밥을 먹고 있는데, 갑자기 소리를 지르는 사람이 있어서 5배는커녕 최악의 상황이 벌어졌어요!"
韓国旅行,英語通じるのはスタバとかの外資系のカフェやホテルぐらいだと思います英語話せる人は接客業のバイトをしないのでローカルなんて全く通じないし日本語の看板やメニューがあっても日本語通じず日本人用のメニューから割高とか高い物を注文するしかなくなったりします,2023,"영어가 통하는 곳은 스타벅스 같은 외국계 카페나 호텔 정도라고 생각합니다. 영어를 할 수 있는 사람은 접객업 아르바이트를 하지 않기 때문에 로컬은 전혀 통하지 않고, 일본어 간판이나 메뉴가 있어도 일본어가 통하지 않아 일본인용 메뉴에서 비싸거나 비싼 것을 주문할 수 밖에 없는 경우도 있습니다."
韓国旅行,日本をまねた物ばっかりで外国感ないじゃん,2023,일본을 모방한 것들만 있어서 이질감이 없잖아?
韓国旅行,他国の領土を盗む国嘘ばっかりつく国にわざわざ行かないよ,2023,"남의 나라 영토를 훔치는 나라, 거짓말만 하는 나라에 굳이 가지 않겠다."
韓国旅行,断交してるんで行けません,2023,단교로 인해 갈 수 없습니다
韓国旅行,他の国に行って日本語を喋ると思うの方が問題 そして英語を言える人も日本よりは多い 発音もいいし 学校でアメリカの英語を教えてるから,2023,다른 나라에 가서 일본어를 말할 수 있다고 생각하는 것이 더 문제이고 영어를 할 수 있는 사람도 일본보다 많고 발음도 좋고 학교에서 미국식 영어를 가르치고 있으니까요.
韓国旅行,韓国旅行 ダメ絶対 誰がぼったくりの国に行くんや 台湾大学生も 韓国10のダメなところを指摘してたやろ ３日間の滞在で二度とこんなところに来るもんか との感想だそうです,2023,"한국 여행은 절대 안 돼. 누가 바가지 씌우는 나라에 가겠어, 대만 대학생들도 한국 10가지 안 좋은 점을 지적했잖아, 3일 동안 머물면서 다시는 이런 곳에 오지 말자고 생각했다고 하네요."
